,Sentiment,Time,Text,cleaned,cleaned2,label_x,label_y,predicted
994,positive,19/1/20,"I found this product at a little tiny store. I bought it figuring what the heck. My hair is damaged and a little bit fried. this product gave me shine, it calmed most of my frizzies, and a wonderful subtle scent to go with it. i love this product...the only down side is its a little bit hard to find.","['found', 'product', 'little', 'tiny', 'store', 'bought', 'figuring', 'heck', 'hair', 'damaged', 'little', 'bit', 'fried', 'product', 'gave', 'shine', 'calmed', 'frizzies', 'wonderful', 'subtle', 'scent', 'love', 'product', '...', 'the', 'side', 'little', 'bit', 'hard', 'find']",found product little tiny store bought figuring heck hair damaged little bit fried product gave shine calmed frizzies wonderful subtle scent love product ... the side little bit hard find,1,1,1.0
996,positive,8/8/20,Received my order of Honey Pepper Jerky a couple days ago.  The jerky is sweet and the pepper is very good without being overwhelming. I generally prefer jerky that is very dry and chewy but I really enjoyed the taste and texture of this product.  I would not hesitate to order again or recommend to others.,"['received', 'order', 'honey', 'pepper', 'jerky', 'couple', 'day', 'ago', 'jerky', 'sweet', 'pepper', 'good', 'without', 'overwhelming', 'generally', 'prefer', 'jerky', 'dry', 'chewy', 'really', 'enjoyed', 'taste', 'texture', 'product', 'would', 'hesitate', 'order', 'recommend', 'others']",received order honey pepper jerky couple day ago jerky sweet pepper good without overwhelming generally prefer jerky dry chewy really enjoyed taste texture product would hesitate order recommend others,1,1,1.0
1001,positive,29/7/21,Great way to keep fruit in your diet. If you follow Weight Watcher this is a good snack for you. Three point and you get more fruit in your diet.,"['great', 'way', 'keep', 'fruit', 'diet', 'follow', 'weight', 'watcher', 'good', 'snack', 'you', 'three', 'point', 'get', 'fruit', 'diet']",great way keep fruit diet follow weight watcher good snack you three point get fruit diet,1,1,1.0
1002,positive,8/7/20,We use this as a base for sauces and in soups and other meals. Its very flavorful and delicious! Its even a good price with Subscribe and Save. Would buy again!,"['use', 'base', 'sauce', 'soup', 'meal', 'flavorful', 'delicious', 'even', 'good', 'price', 'subscribe', 'save', 'would', 'buy', 'again']",use base sauce soup meal flavorful delicious even good price subscribe save would buy again,1,1,1.0
1020,positive,13/7/21,Best tasting agave so far and I've tried many of the popular store carried brands.,"['best', 'tasting', 'agave', 'far', 'tried', 'many', 'popular', 'store', 'carried', 'brand']",best tasting agave far tried many popular store carried brand,1,1,1.0
1022,positive,8/7/21,"This is a fantastic product!  My bull terrier was capable of spitting out a pill no matter what it was inserted into...peanut butter, steak, chicken, hot dogs...you name it, I've tried it.  Now he patiently waits while I get his pill ready and gulps it down...absolutely amazing!  I will never be without this product!!!","['fantastic', 'product', 'bull', 'terrier', 'capable', 'spitting', 'pill', 'matter', 'inserted', 'into', '...', 'peanut', 'butter', 'steak', 'chicken', 'hot', 'dog', '...', 'you', 'name', 'tried', 'patiently', 'wait', 'get', 'pill', 'ready', 'gulp', 'down', '...', 'absolutely', 'amazing', 'never', 'without', 'product']",fantastic product bull terrier capable spitting pill matter inserted into ... peanut butter steak chicken hot dog ... you name tried patiently wait get pill ready gulp down ... absolutely amazing never without product,1,1,1.0
1025,positive,13/8/21,Much more buttery taste than all other light butter popcorns.  By far the best light popcorn I have tasted.,"['much', 'buttery', 'taste', 'light', 'butter', 'popcorn', 'far', 'best', 'light', 'popcorn', 'tasted']",much buttery taste light butter popcorn far best light popcorn tasted,1,1,1.0
1032,positive,5/6/21,"I gave half of the 6 pack to my friend visiting from Tokyo. We both love them. Although, it would be nice if they came in bigger cans.","['gave', 'half', 'pack', 'friend', 'visiting', 'tokyo', 'love', 'them', 'although', 'would', 'nice', 'came', 'bigger', 'can']",gave half pack friend visiting tokyo love them although would nice came bigger can,1,1,1.0
1034,positive,19/6/21,Love the taste not to hot but a little tangy.  Price is good and really good service.,"['love', 'taste', 'hot', 'little', 'tangy', 'price', 'good', 'really', 'good', 'service']",love taste hot little tangy price good really good service,1,1,1.0
1038,positive,11/9/21,"I am very happy with this product. It tastes really yummy and doesn't have lots of ""extra"" ingredients. I love the variety in the Ella products and that my baby is getting lots of healthy foods in one meal. Also, it is very easy to just squeeze it onto a spoon to feed. No mess!","['happy', 'product', 'taste', 'really', 'yummy', 'lot', 'extra', 'ingredient', 'love', 'variety', 'ella', 'product', 'baby', 'getting', 'lot', 'healthy', 'food', 'one', 'meal', 'also', 'easy', 'squeeze', 'onto', 'spoon', 'feed', 'mess']",happy product taste really yummy lot extra ingredient love variety ella product baby getting lot healthy food one meal also easy squeeze onto spoon feed mess,1,1,1.0
1039,positive,5/6/21,This is an great green tea choice if you like a blend of different teas.  I thought it was well-balanced and tasted great overall.,"['great', 'green', 'tea', 'choice', 'like', 'blend', 'different', 'tea', 'thought', 'well-balanced', 'tasted', 'great', 'overall']",great green tea choice like blend different tea thought well-balanced tasted great overall,1,1,1.0
1041,positive,26/8/21,"This cheese had a great smoked flavor, not over powering as some can be. It worked very well with must of my grilled recipes.","['cheese', 'great', 'smoked', 'flavor', 'powering', 'worked', 'well', 'must', 'grilled', 'recipe']",cheese great smoked flavor powering worked well must grilled recipe,1,1,1.0
1044,positive,11/9/21,"I like these.  Like the packaging too.  These are not chocolate dipped, but cocoa powdered.  And the flavor is cocoa, not chocolate.  Very sweet.  Probably good because a few go along way.  Very flavorful.","['like', 'these', 'like', 'packaging', 'too', 'chocolate', 'dipped', 'cocoa', 'powdered', 'flavor', 'cocoa', 'chocolate', 'sweet', 'probably', 'good', 'along', 'way', 'flavorful']",like these like packaging too chocolate dipped cocoa powdered flavor cocoa chocolate sweet probably good along way flavorful,1,1,0.0
1047,positive,9/7/21,"Love the taste of this sauce. We have been using this for over a year. Great price, good quality, using this makes the pasta very yummy. A great buy.","['love', 'taste', 'sauce', 'using', 'year', 'great', 'price', 'good', 'quality', 'using', 'make', 'pasta', 'yummy', 'great', 'buy']",love taste sauce using year great price good quality using make pasta yummy great buy,1,1,1.0
1049,positive,29/9/21,My husband loves these granola bars.  He uses them to satisfy his sweet tooth and his chocolate cravings and I don't mind because they're a lot better than eating a candy bar.  The price is a decent savings from what I've seen in stores but I haven't been able to find this particular kind locally anymore so I'll continue to buy from here.,"['husband', 'love', 'granola', 'bar', 'satisfy', 'sweet', 'tooth', 'chocolate', 'craving', 'mind', 'they', 'lot', 'better', 'eating', 'candy', 'bar', 'price', 'decent', 'saving', 'seen', 'store', 'able', 'find', 'particular', 'kind', 'locally', 'anymore', 'continue', 'buy', 'here']",husband love granola bar satisfy sweet tooth chocolate craving mind they lot better eating candy bar price decent saving seen store able find particular kind locally anymore continue buy here,1,1,1.0
1055,positive,1/3/20,"As a hot drink, this made a great alternative to tea.  It's spicy and somehow refreshing.<br /><br />It tastes mostly natural, and it's said to be, but I did not have retail packaging - nor are the ingredients listed online - so I have no idea what is actually in the product, and I would want to know for sure before buying very much of it.<br /><br />I also would like to try it in carbonated water to see if one can make a more naural, less sugary ginger-ale.","['hot', 'drink', 'made', 'great', 'alternative', 'tea', 'spicy', 'somehow', 'refreshing.', 'taste', 'mostly', 'natural', 'said', 'retail', 'packaging', 'ingredient', 'listed', 'online', 'idea', 'actually', 'product', 'would', 'want', 'know', 'sure', 'buying', 'much', 'it.', 'also', 'would', 'like', 'try', 'carbonated', 'water', 'see', 'one', 'make', 'naural', 'sugary', 'ginger-ale']",hot drink made great alternative tea spicy somehow refreshing. taste mostly natural said retail packaging ingredient listed online idea actually product would want know sure buying much it. also would like try carbonated water see one make naural sugary ginger-ale,1,1,0.0
1057,positive,6/2/21,"I love ginger, especially the crystalized ginger candy and this beverage tasted just like those candies to me.  I tried it hot and cold.  I love it both ways, but maybe the cold a bit more.<br />How nice it would be to take some of these packets on any type of trip that would get me sick from motion sickness.  It tastes so good, that I'd drink it just because, but to know it's good for my digestion makes it all the better.  If you like the taste of ginger, you'll love this drink.  Tastes so natural and good.","['love', 'ginger', 'especially', 'crystalized', 'ginger', 'candy', 'beverage', 'tasted', 'like', 'candy', 'tried', 'hot', 'cold', 'love', 'way', 'maybe', 'cold', 'bit', 'more.', 'how', 'nice', 'would', 'take', 'packet', 'type', 'trip', 'would', 'get', 'sick', 'motion', 'sickness', 'taste', 'good', 'drink', 'because', 'know', 'good', 'digestion', 'make', 'better', 'like', 'taste', 'ginger', 'love', 'drink', 'taste', 'natural', 'good']",love ginger especially crystalized ginger candy beverage tasted like candy tried hot cold love way maybe cold bit more. how nice would take packet type trip would get sick motion sickness taste good drink because know good digestion make better like taste ginger love drink taste natural good,1,1,1.0
1071,negative,17/12/20,"It does not taste like pure coconut water,Its taste like some drink with coconut flavour. I wouldn't prefer these bottles instead i would go for zico smaller packs. they taste better than these bottled drink.","['taste', 'like', 'pure', 'coconut', 'water', 'taste', 'like', 'drink', 'coconut', 'flavour', 'prefer', 'bottle', 'instead', 'would', 'zico', 'smaller', 'pack', 'taste', 'better', 'bottled', 'drink']",taste like pure coconut water taste like drink coconut flavour prefer bottle instead would zico smaller pack taste better bottled drink,0,0,1.0
1073,positive,14/7/21,"I took a few sips of this stuff, and couldn't help but wonder what all the 5* reviews were for. To me, the taste kind of reminds me of those chocolatey breakfast shakes.<br /><br />However, by the end of the bottle my opinion was completely changed. It has a very good, sweet chocolate taste. Even better, this stuff is killer for hangovers. I was walking around with a headache and general malaise all day - picked up one of these, drank it, and within an hour or two my headache and general unease was completely gone. I'm sold on this product.","['took', 'sip', 'stuff', 'help', 'wonder', 'review', 'for', 'taste', 'kind', 'reminds', 'chocolatey', 'breakfast', 'shakes.', 'however', 'end', 'bottle', 'opinion', 'completely', 'changed', 'good', 'sweet', 'chocolate', 'taste', 'even', 'better', 'stuff', 'killer', 'hangover', 'walking', 'around', 'headache', 'general', 'malaise', 'day', 'picked', 'one', 'these', 'drank', 'within', 'hour', 'two', 'headache', 'general', 'unease', 'completely', 'gone', 'sold', 'product']",took sip stuff help wonder review for taste kind reminds chocolatey breakfast shakes. however end bottle opinion completely changed good sweet chocolate taste even better stuff killer hangover walking around headache general malaise day picked one these drank within hour two headache general unease completely gone sold product,1,1,0.0
